CONTAINERNUMBER,ADDRESS,LATITUDE,LONGITUDE,FRACTION,COUNTER,FILLHEIGHT,DATE,TEMPERATURE
'3284','Monsanut barnehage','58.7405772','5.7420061','Rest-næring','100','1039','03.04.2019','21'
'3287','Monsanut barnehage','58.7405772','5.7420061','Papir-næring','48','901','23.04.2019','21'
'3755','Morgedalsv.Tjensås1-nedre','58.9507432','5.6896425','Restavfall','61','594','23.04.2019',' '
'3780','Morgedalsv.Tjensås1-nedre','58.9507432','5.6896425','Papir','82','2360','23.04.2019',' '
'3756','Morgedalsv.Tjensås1-nedre','58.9507432','5.6896425','Bio','8','2360','23.04.2019',' '
'3740','Morgedalsv.Tjensås1-øvre','58.9500619','5.6901685','Restavfall','87','671','23.04.2019',' '
'3725','Morgedalsv.Tjensås1-øvre','58.9500619','5.6901685','Papir','33','60','23.04.2019','45'
'3753','Morgedalsv.Tjensås1-øvre','58.9500619','5.6901685','Bio','8','684','23.04.2019',' '
'3141','Motlandsenga Nærbø','58.6560350','5.6461183','Restavfall','129','793','23.04.2019','21'
'2487','Motlandsenga Nærbø','58.6560350','5.6461183','Papir','70','2223','23.04.2019','15'
'2492','Motlandsenga Nærbø','58.6560350','5.6461183','Bio','64','2266','12.04.2019','13'
'2490','Motlandsenga Nærbø','58.6560350','5.6461183','Glass/metall','52','1156','23.04.2019','19'
'1148','Motlandsmarka barnehage','58.6568689','5.6453033','Rest-næring','13','1749','23.04.2019',' '
'1200','Motlandsmarka barnehage','58.6568689','5.6453033','Papir-næring','32','1755','23.04.2019','19'
'1521','Myklaberget BRL, Sandnes','58.8858872','5.7345748','Restavfall','223','2016','23.04.2019','19'
'665','Myklaberget BRL, Sandnes','58.8858872','5.7345748','Restavfall','121','850','23.04.2019','1'
'1377','Myklaberget BRL, Sandnes','58.8858872','5.7345748','Papir','59','1635','23.04.2019','21'
'1686','Myklaberget BRL, Sandnes','58.8858872','5.7345748','Bio','79','642','17.04.2019',' '
'1185','Myklaberget, Sola','58.9049850','5.6682633','Papir','0','1643','23.04.2019','17'
'1191','Myklaberget, Sola','58.9049850','5.6682633','Restavfall','1','1257','23.04.2019','19'
'1168','Myklaberget, Sola','58.9049850','5.6682633','Glass/metall','0','2301','23.04.2019','17'
'2820','Myklaberget, Sola','58.9049850','5.6682633','Bio','0','2223','13.04.2019','17'
'1546','Myklabergtoppen','58.9058266','5.6674685','Restavfall','0','1989','23.04.2019','19'
'1570','Myklabergtoppen','58.9058266','5.6674685','Papir','1','1609','23.04.2019',' '
'1396','Myklabergtoppen','58.9058266','5.6674685','Glass/metall','0','2301','22.04.2019','17'
'1689','Myklabergtoppen','58.9058266','5.6674685','Bio','0','2223','13.04.2019','17'
'2759','Myklebust - Havgløtt','58.9470883','5.5758817','Bio','0','1301','17.04.2019','21'
'2741','Myklebust - Havgløtt','58.9470883','5.5758817','Papir','0','723','23.04.2019','17'
'2748','Myklebust - Havgløtt','58.9470883','5.5758817','Glass/metall','0','1801','23.04.2019','17'
'2388','Myklebust - Havgløtt','58.9470883','5.5758817','Restavfall','2','1115','23.04.2019','19'
'1366','Myklebust bre4','58.9479533','5.5825717','Restavfall','0','1075','23.04.2019','21'
'3049','Myklebust bre4','58.9479533','5.5825717','Restavfall','0','2130','23.04.2019','19'
'2766','Myklebust bre4','58.9479533','5.5825717','Papir','0','1379','22.04.2019','21'
'1265','Myklebust bre4','58.9479533','5.5825717','Bio','0','1857','23.04.2019','19'
'3790','Myklebust bre4','58.9479533','5.5825717','Glass/metall','0','2359','23.04.2019',' '
'2593','Myklebust Sjøleik','58.9439735','5.5768332','Restavfall','0','1491','23.04.2019','19'
'2284','Myklebust Sjøleik','58.9439735','5.5768332','Bio','0','2360','17.04.2019','47'
'2367','Myklebust Sjøleik','58.9439735','5.5768332','Glass/metall','0','2004','10.04.2019','15'
'2855','Myklebust Sjøleik','58.9439735','5.5768332','Papir','0','2154','16.04.2019','21'
'3425','Myklebust-felt E-BRE1','58.9478333','5.5793267','Glass/metall','0','2150','23.04.2019','19'
'3335','Myklebust-felt E-BRE1','58.9478333','5.5793267','Restavfall','0','1019','23.04.2019','19'
'3343','Myklebust-felt E-BRE1','58.9478333','5.5793267','Papir','0','0','22.04.2019','17'
'3342','Myklebust-felt E-BRE1','58.9478333','5.5793267','Bio','0','1984','23.04.2019','17'
'1284','Myklebust-Havbris','58.9466900','5.5735050','Restavfall','0','568','02.01.2019','19'
'1289','Myklebust-Havbris','58.9466900','5.5735050','Papir','0','508','23.04.2019','17'
'1126','Myklebust-Havbris','58.9466900','5.5735050','Papir','0','980','23.04.2019','19'
'2799','Myklebust-Havbris','58.9466900','5.5735050','Bio','0','2223','17.04.2019','21'
'1705','Myklebust-Havbris','58.9466900','5.5735050','Restavfall','0','323','22.04.2019','17'
'1315','Myklebust-Havbris','58.9466900','5.5735050','Glass/metall','0','0','23.04.2019',' '
'2758','Myklebust-Havveien','58.9471683','5.5781350','Bio','0','2223','17.04.2019','27'
'3295','Myklebust-Havveien','58.9471683','5.5781350','Restavfall','1','2091','16.04.2019','15'
'1428','Myklebust-Havveien','58.9471683','5.5781350','Papir','0','824','23.04.2019','17'
'1328','Myklebust-Havveien','58.9471683','5.5781350','Restavfall','1','2183','16.04.2019','15'
'2340','Myrveien 3','58.9788383','5.6915567','Papir','0','1843','23.04.2019','19'
'1392','Myrveien 3','58.9788383','5.6915567','Restavfall','0','527','23.04.2019',' '
'2606','Myrveien 3','58.9788383','5.6915567','Restavfall','0','1478','23.04.2019','19'
'2463','Møhldalhagen - 1','58.9534608','5.6690809','Restavfall','141','1097','23.04.2019','21'
'2456','Møhldalhagen - 1','58.9534608','5.6690809','Papir','44','1676','23.04.2019','1'
'2576','Møhldalhagen - 1','58.9534608','5.6690809','Bio','59','642','23.04.2019','17'
'2646','Møhldalshagen - 2','58.9532733','5.6661450','Restavfall','285','2266','23.04.2019','21'
'2673','Møhldalshagen - 2','58.9532733','5.6661450','Bio','92','1227','16.04.2019','21'
'2648','Møhldalshagen - 2','58.9532733','5.6661450','Papir','63','729','23.04.2019','21'
'1980','Nedre Banegate','58.9709385','5.7472474','Rest-vask','3','1656','20.04.2019','19'
'1138','Nedre Banegate','58.9709385','5.7472474','Papir','0','1723','23.04.2019','17'
'2749','Nedre Porsveg 8-Tananger','58.9375750','5.5929950','Restavfall','0','1646','23.04.2019','17'
'2746','Nedre Porsveg 8-Tananger','58.9375750','5.5929950','Papir','1','1197','23.04.2019','19'
'2743','Nedre Porsveg 8-Tananger','58.9375750','5.5929950','Bio','0','2223','17.04.2019','7'
'2751','Nedre Porsveg 8-Tananger','58.9375750','5.5929950','Glass/metall','0','2010','23.04.2019','17'
'1740','Nordheiå','59.0007600','5.6081933','Restavfall','84','1551','23.04.2019',' '
'3854','Nordheiå','59.0007600','5.6081933','Restavfall','75','0','16.04.2019',' '
'1112','Nordheiå','59.0007600','5.6081933','Bio','89','2223','03.04.2019','19'
'1413','Nordheiå','59.0007600','5.6081933','Papir','44','1114','23.04.2019','17'
'729','Nordre Eikeberget','58.9425533','5.7428683','Bio','163','2172','23.04.2019','17'
'850','Nordre Eikeberget','58.9425533','5.7428683','Restavfall','138','1882','23.04.2019','19'
'767','Nordre Eikeberget','58.9425533','5.7428683','Restavfall','189','1686','23.04.2019','17'
'827','Nordre Eikeberget','58.9425533','5.7428683','Papir','47','1002','23.04.2019','1'
'1105','NorSea Dusavik','58.9973933','5.6624517','Papir-næring','8','468','23.04.2019','21'
'2953','NorSea Dusavik','58.9973933','5.6624517','Rest-næring','41','0','23.04.2019','21'
'704','Novvegen','58.9323300','5.6985900','Papir','0','1361','23.04.2019','17'
'2333','Novvegen','58.9323300','5.6985900','Glass/metall','0','1074','17.04.2019','1'
'2006','Novvegen','58.9323300','5.6985900','Restavfall','0','2154','23.04.2019','17'
'605','Novvegen','58.9323300','5.6985900','Bio','0','2206','23.04.2019','17'
'2914','Nye Bø skule','58.6691500','5.6510917','Rest-næring','53','1969','23.04.2019','21'
'2915','Nye Bø skule','58.6691500','5.6510917','Papir-næring','18','1211','12.04.2019','21'
'2916','Nye Bø skule','58.6691500','5.6510917','Bio-næring','26','2183','22.04.2019','19'
'2913','Nye Bø skule','58.6691500','5.6510917','Plast-næring','29','686','23.04.2019','21'
'3310','Nye Gamlingen','58.9515200','5.7137517','Rest-næring','7','1793','23.04.2019','21'
'3610','Nye Gamlingen','58.9515200','5.7137517','Papir-næring','13','2081','21.04.2019','19'
'1760','Nygaarden','58.8507080','5.7293014','Restavfall','192','795','23.04.2019','21'
'1706','Nygaarden','58.8507080','5.7293014','Papir','79','2055','12.04.2019','19'
'1719','Nygaarden','58.8507080','5.7293014','Bio','327','2301','23.04.2019',' '
'1583','Nygaarden','58.8507080','5.7293014','Restavfall','128','2234','23.04.2019','17'
'2015','Nygårdshagen','58.8501307','5.7310863','Restavfall','133','1204','23.04.2019','19'
'2007','Nygårdshagen','58.8501307','5.7310863','Papir','99','1883','23.04.2019','21'
'2012','Nygårdshagen','58.8501307','5.7310863','Bio','469','2301','23.04.2019','1'
'1243','Nyland barnehage','58.7318050','5.6673200','Rest-næring','101','2076','23.04.2019','19'
'3721','Nyland barnehage','58.7318050','5.6673200','Papir-næring','16','2360','23.04.2019',' '
'811','Nyvollsveien','58.9989300','5.6111500','Restavfall','79','878','23.04.2019','17'
'970','Nyvollveien','58.9989300','5.6111500','Bio','109','0','23.04.2019','15'
'2834','Nyvollveien','58.9989300','5.6111500','Papir','35','2341','17.04.2019',' '
'3304','Nærbø alle','58.6675733','5.6395217','Bio','45','2178','23.04.2019','19'
'3308','Nærbø alle','58.6675733','5.6395217','Restavfall','60','1443','23.04.2019','19'
'3322','Nærbø alle','58.6675733','5.6395217','Papir','33','1450','22.04.2019','21'
'3714','Nærbø alle','58.6675733','5.6395217','Glass/metall','35','0','23.04.2019','30'
'1842','Næring-Hillevågstunet','58.9486864','5.7414673','Rest-næring','62','1356','23.04.2019',' '
'1460','Nøtteveien - 1','58.8483350','5.7541583','Glass/metall','87','2003','17.04.2019',' '
'47','Nøtteveien 1','58.8483350','5.7541583','Restavfall','116','614','23.04.2019','19'
'394','Nøtteveien 1','58.8483350','5.7541583','Papir','23','1224','23.04.2019','1'
'353','Nøtteveien 1','58.8483350','5.7541583','Bio','80','0','23.04.2019','17'
'3574','Nøtteveien 2','58.8482200','5.7551117','Restavfall','107','1814','17.04.2019','17'
'3102','Nøtteveien 2','58.8482200','5.7551117','Papir','89','1301','23.04.2019','21'
'1259','Nøtteveien 2','58.8482200','5.7551117','Bio','224','1419','17.04.2019','17'
'1747','O.G.Kvernelandsveg-Orstad','58.7841683','5.7178133','Restavfall','62','1269','23.04.2019','21'
'2181','O.G.Kvernelandsveg-Orstad','58.7841683','5.7178133','Restavfall','157','578','23.04.2019','23'
'2184','O.G.Kvernelandsveg-Orstad','58.7841683','5.7178133','Papir','69','402','23.04.2019','23'
'2176','O.G.Kvernelandsveg-Orstad','58.7841683','5.7178133','Bio','40','1985','23.04.2019','1'
'3726','Oddahagen','58.8900700','5.7466000','Restavfall','57','800','23.04.2019',' '
'3751','Oddahagen','58.8900700','5.7466000','Papir','62','1749','23.04.2019',' '
'3773','Oddahagen','58.8900700','5.7466000','Bio','5','563','23.04.2019',' '
'499','Ofolsbakken-Kroken','58.9006967','5.7227033','Bio','15','0','23.04.2019','17'
'492','Ofolsbakken-Kroken','58.9006967','5.7227033','Restavfall','85','1227','23.04.2019','19'
'712','Ofolsbakken-Kroken','58.9006967','5.7227033','Papir','16','0','23.04.2019','19'
'2666','Ofolsbakken-Kubbeberget','58.8998000','5.7216500','Papir','155','795','23.04.2019','23'
'3019','Ofolsbakken-Kubbeberget','58.8998000','5.7216500','Bio','61','2063','20.04.2019','23'
'1264','Ofolsbakken-Kubbeberget','58.8998000','5.7216500','Restavfall','180','895','23.04.2019','21'
'1113','Ogna skole','58.5184017','5.8095417','Rest-næring','44','2321','10.04.2019',' '
'1573','Ogna skole','58.5184017','5.8095417','Bio-næring','16','2006','23.04.2019','19'
'1756','Ogna skole','58.5184017','5.8095417','Papir','49','551','23.04.2019',' '
'3407','Olafshagen II - stasjon 1','58.9569700','5.6296900','Restavfall','124','2006','23.04.2019','21'
'3426','Olafshagen II - stasjon 1','58.9569700','5.6296900','Papir','50','1775','23.04.2019','21'
'3412','Olafshagen II - stasjon 1','58.9569700','5.6296900','Bio','8','1949','23.04.2019','21'
'3416','Olafshagen II - stasjon 2','58.9562983','5.6304333','Restavfall','218','1843','23.04.2019','21'
'3406','Olafshagen II - stasjon 2','58.9562983','5.6304333','Bio','46','1201','23.04.2019','21'
'3415','Olafshagen II - stasjon 2','58.9562983','5.6304333','Papir','80','1869','23.04.2019','19'
'306','Olav Kyrresgate - Bethel','58.9703350','5.7259833','Rest-vask','0','704','23.04.2019','19'
'865','Olav Kyrresgate - Bethel','58.9703350','5.7259833','Papir','0','0','23.04.2019','19'
'3294','Olav Kyrresgate - Bethel','58.9703350','5.7259833','Bio','0','2223','12.04.2019','23'
'287','Olav Kyrresgate v. 2','58.9683200','5.7282200','Rest-vask','0','538','23.04.2019','19'
'870','Olav Kyrresgate v. 2','58.9683200','5.7282200','Papir','0','1697','23.04.2019','19'
'3076','Olav Kyrresgate v. 2','58.9683200','5.7282200','Bio','0','2223','16.04.2019',' '
'2080','Ole Kyllingstads veg','58.7744983','5.6299667','Papir','127','2301','23.04.2019','1'
'1951','Ole Kyllingstads veg','58.7744983','5.6299667','Bio','190','2001','23.04.2019','1'
'2079','Ole Kyllingstads veg','58.7744983','5.6299667','Restavfall','133','1428','23.04.2019','1'
'1490','Ole Kyllingstads veg','58.7744983','5.6299667','Restavfall','155','1007','02.04.2019','19'
'950','Oransjeriet','58.9693758','5.7557371','Restavfall','115','1875','23.04.2019','17'
'19','Oransjeriet','58.9693758','5.7557371','Bio','0','0','23.04.2019','17'
'3509','Oransjeriet','58.9693758','5.7557371','Papir','18','1751','23.04.2019','17'
'3450','Orion BRL-Tellusveien 60','58.9496128','5.6963225','Restavfall','18','589','23.04.2019','19'
'3449','Orion BRL-Tellusveien 60','58.9496128','5.6963225','Papir','42','1713','23.04.2019','17'
'1271','Orion BRL-Tellusveien 60','58.9496128','5.6963225','Glass/metall','0','2036','23.04.2019','25'
'3570','Orion BRL-Tellusveien 60','58.9496128','5.6963225','Bio','44','1246','23.04.2019','17'
'3160','Orstad skule - Klepp','58.7871600','5.7125700','Papir-næring','76','1780','23.04.2019','23'
'3152','Orstad skule - Klepp','58.7871600','5.7125700','Bio-næring','114','2000','23.04.2019','21'
'3159','Orstad skule - Klepp','58.7871600','5.7125700','Plast-næring','128','511','23.04.2019','21'
'3397','Orstad skule - Klepp','58.7871600','5.7125700','Rest-næring','20','2266','23.04.2019','15'
'2921','Orstad Utsyn-Gab.Edlandsv','58.7905933','5.7218283','Restavfall','73','1715','23.04.2019','21'
'2833','Orstad Utsyn-Gab.Edlandsv','58.7905933','5.7218283','Restavfall','56','1706','23.04.2019','19'
'3719','Orstad Utsyn-Gab.Edlandsv','58.7905933','5.7218283','Bio','193','377','15.04.2019',' '
'3522','Orstad Utsyn-Gab.Edlandsv','58.7905933','5.7218283','Papir','42','1874','23.04.2019','21'
'3706','Orstad-Jorine Edlandsv.-1','58.7922567','5.7208017','Papir','58','1203','23.04.2019',' '
'1750','Orstad-Jorine Edlandsv.-1','58.7922567','5.7208017','Restavfall','169','2341','23.04.2019',' '
'1769','Orstad-Jorine Edlandsv.-1','58.7922567','5.7208017','Restavfall','15','892','23.04.2019','17'
'2474','Orstad-Jorine Edlandsv.-1','58.7922567','5.7208017','Bio','85','2039','19.04.2019','17'
'2139','Orstad-Jorine Edlandsv.-1','58.7922567','5.7208017','Papir','78','2341','22.03.2019',' '
'1560','Orstad-Jorine Edlandsv.-1','58.7922567','5.7208017','Glass/metall','41','2341','23.04.2019',' '
'1566','Oscars gate','58.9646545','5.7270047','Restavfall','162','708','23.04.2019','19'
'1400','Oscars gate','58.9646545','5.7270047','Papir','128','754','23.04.2019','19'
'3463','Oscars gate','58.9646545','5.7270047','Bio','140','2223','23.04.2019',' '
'3577','Osheia 10 Kverneland','58.7814533','5.7189483','Papir','222','360','23.04.2019','21'
'3138','Osheia 10 Kverneland','58.7814533','5.7189483','Bio','40','2030','23.04.2019','19'
'3600','Osheia 10 Kverneland','58.7814533','5.7189483','Restavfall','35','2109','23.04.2019','21'
'687','Parken Panorama','58.9163200','5.7366000','Papir','8','1387','23.04.2019','19'
'841','Parken Panorama','58.9163200','5.7366000','Restavfall','89','1848','23.04.2019','19'
'1674','Parken Panorama','58.9163200','5.7366000','Bio','32','2223','23.04.2019','21'
'2021','Pizzabakeren-Klepp','58.7855167','5.7061833','Rest-næring','3','947','01.02.2019','1'
'3840','Porsholen skole&barnehage','58.8812114','5.7360262','Rest-næring','27','60','23.04.2019','37'
'3837','Porsholen skole&barnehage','58.8812114','5.7360262','Bio-næring','5','2313','23.04.2019','42'
'3833','Porsholen skole&barnehage','58.8812114','5.7360262','Papir-næring','64','515','23.04.2019',' '
'2060','Postveien','58.8652649','5.7351999','Restavfall','73','816','23.04.2019','25'
'1146','Postveien','58.8652649','5.7351999','Papir','87','1651','23.04.2019','21'
'3486','Postveien','58.8652649','5.7351999','Bio','47','2301','18.04.2019','17'
'1495','Prestaskjerhagen-Jåsund 1','58.9543417','5.6070367','Restavfall','0','1656','23.04.2019','17'
'3831','Prestaskjerhagen-Jåsund 1','58.9543417','5.6070367','Restavfall','0','2297','23.04.2019','0'
'1375','Prestaskjerhagen-Jåsund 1','58.9543417','5.6070367','Papir','0','878','23.04.2019','15'
'1487','Prestaskjerhagen-Jåsund 1','58.9543417','5.6070367','Papir','0','1233','22.04.2019','15'
'1519','Prestaskjerhagen-Jåsund 1','58.9543417','5.6070367','Bio','0','2223','23.04.2019','17'
'1503','Prestaskjerhagen-Jåsund 1','58.9543417','5.6070367','Glass/metall','0','2155','22.04.2019','19'
'3470','Prestaskjerkroken-Jåsund4','58.9555850','5.6053850','Restavfall','0','2183','22.04.2019','17'
'1658','Prestaskjerkroken-Jåsund4','58.9555850','5.6053850','Restavfall','0','1310','23.04.2019','17'
'1501','Prestaskjerkroken-Jåsund4','58.9555850','5.6053850','Papir','0','1277','23.04.2019','17'
'3015','Prestaskjerkroken-Jåsund4','58.9555850','5.6053850','Bio','0','2154','17.04.2019',' '
'1903','Prestaskjerlia','58.9537800','5.6052800','Restavfall','0','1232','23.04.2019','21'
'2009','Prestaskjerlia','58.9537800','5.6052800','Papir','0','377','19.04.2019','1'
'1664','Prestaskjerlia','58.9537800','5.6052800','Glass/metall','0','2190','23.04.2019','21'
'1613','Prestaskjerlia','58.9537800','5.6052800','Bio','0','2223','17.04.2019','1'
'1604','Prestaskjerlia - 2','58.9533615','5.6042981','Restavfall','0','1100','23.04.2019','21'
'1887','Prestaskjerlia - 2','58.9533615','5.6042981','Papir','0','1183','23.04.2019','1'
'2777','Prestaskjerlia - 2','58.9533615','5.6042981','Bio','0','2223','17.04.2019','27'
'1536','Prestaskjerlia - 2','58.9533615','5.6042981','Glass/metall','1','2198','23.04.2019','19'
'2156','Prestaskjersarmen','58.9527983','5.6033383','Restavfall','2','2091','23.04.2019','1'
'2101','Prestaskjersarmen','58.9527983','5.6033383','Restavfall','0','976','23.04.2019','1'
'2142','Prestaskjersarmen','58.9527983','5.6033383','Papir','3','1192','23.04.2019','1'
'2144','Prestaskjersarmen','58.9527983','5.6033383','Papir','0','1601','29.01.2019','1'
'2157','Prestaskjersarmen','58.9527983','5.6033383','Bio','0','1756','23.04.2019','1'
'2154','Prestaskjersarmen','58.9527983','5.6033383','Glass/metall','1','2272','23.04.2019','1'
'3013','Prestaskjerstunet-Jåsund3','58.9563450','5.6058883','Papir','5','830','23.04.2019','19'
