CONTAINERNUMBER,ADDRESS,LATITUDE,LONGITUDE,FRACTION,COUNTER,FILLHEIGHT,DATE,TEMPERATURE
'2504','G.Sandvedsgate 1A','58.8572083','5.7411233','Restavfall','123','1212','23.04.2019','21'
'2509','G.Sandvedsgate 1A','58.8572083','5.7411233','Papir','93','806','23.04.2019','19'
'2511','G.Sandvedsgate 1A','58.8572083','5.7411233','Bio','7','2235','18.04.2019','21'
'2635','G.Sandvedsgate 1A','58.8572083','5.7411233','Glass/metall','27','1718','23.04.2019','19'
'3902','Gamle Forusvei 33',,,'Restavfall','52','1710','23.04.2019','44'
'3852','Gamle Forusvei 33',,,'Papir','40','60','23.04.2019','41'
'3904','Gamle Forusvei 33',,,'Bio','23','1710','23.04.2019',' '
'3518','Ganddal skole','58.8229867','5.7103217','Rest-næring','51','0','23.04.2019','17'
'3488','Ganddal skole','58.8229867','5.7103217','Papir-næring','36','2146','23.04.2019','17'
'1052','Gandsgaten','58.8573200','5.7403017','Restavfall','98','0','23.04.2019','17'
'340','Gandsgaten','58.8573200','5.7403017','Bio','18','2301','23.04.2019','19'
'3575','Gandsgaten','58.8573200','5.7403017','Papir','60','1691','23.04.2019','19'
'556','Gandsgaten miljøstasjon','58.8573924','5.7402035','Glass/metall','0','0','23.11.2018','35'
'553','Gandsgaten miljøstasjon','58.8573924','5.7402035','Glass/metall','0','1866','23.04.2019','1'
'277','Gandsgaten miljøstasjon','58.8573924','5.7402035','Glass/metall','0','0','23.04.2019',' '
'2231','Gausel skole','58.8992367','5.7344950','Rest-næring','4','1344','23.04.2019','1'
'500','Gausel skole','58.8992367','5.7344950','Bio','8','2067','23.04.2019','1'
'3099','Gausel skole','58.8992367','5.7344950','Papir-næring','17','2014','18.04.2019','17'
'3543','Gauselbakken Nord','58.9062050','5.7315033','Restavfall','105','821','23.04.2019','19'
'3490','Gauselbakken Nord','58.9062050','5.7315033','Restavfall','76','382','23.04.2019','17'
'3534','Gauselbakken Nord','58.9062050','5.7315033','Papir','57','1320','23.04.2019','19'
'3860','Gauselbakken Nord','0.0000000','4.5112561','Bio','136','20','23.04.2019',' '
'3168','Gauselengen','58.9117400','5.7260567','Restavfall','144','1246','23.04.2019','21'
'3167','Gauselengen','58.9117400','5.7260567','Restavfall','138','1139','23.04.2019','23'
'3164','Gauselengen','58.9117400','5.7260567','Papir','50','1545','23.04.2019','21'
'3162','Gauselengen','58.9117400','5.7260567','Bio','103','2194','17.04.2019','21'
'541','Gausellia','58.9040031','5.7261333','Papir','22','1649','23.04.2019','21'
'956','Gausellia','58.9040031','5.7261333','Restavfall','182','240','23.04.2019','19'
'2980','Gausellia','58.9040031','5.7261333','Bio','44','2266','17.04.2019','15'
'916','Gausellia','58.9040031','5.7261333','Glass/metall','0','1540','23.04.2019','17'
'1970','Gausellia','58.9040031','5.7261333','Restavfall','50','1711','10.04.2019','1'
'2001','Gautesete barnehage','58.9024391','5.7204699','Bio-næring','5','2360','17.04.2019','1'
'2787','Gautesete barnehage','58.9024391','5.7204699','Rest-næring','91','620','23.04.2019','21'
'2604','Gautesete barnehage','58.9024391','5.7204699','Papir-næring','31','792','23.04.2019','19'
'2849','Giske ungdomsskole','58.8619367','5.7286667','Rest-næring','79','356','23.04.2019','21'
'3156','Giske ungdomsskole','58.8619367','5.7286667','Papir-næring','24','978','23.04.2019','19'
'3510','Giskehallen','58.8583491','5.7251453','Rest-næring','0','1774','23.04.2019','17'
'3506','Giskehallen','58.8583491','5.7251453','Papir-næring','1','2285','23.04.2019','17'
'2402','Gjerdehagen - 1','58.9873100','5.6905583','Restavfall','32','983','23.04.2019','23'
'2338','Gjerdehagen - 1','58.9873100','5.6905583','Papir','84','1550','23.04.2019','19'
'2322','Gjerdehagen - 1','58.9873100','5.6905583','Bio','252','1898','22.04.2019','21'
'2875','Gjerdehagen - 2','58.9865667','5.6907400','Restavfall','22','1950','23.04.2019','23'
'3373','Gjerdehagen - 2','58.9865667','5.6907400','Papir','37','881','23.04.2019','21'
'2692','Gjerdehagen - 2','58.9865667','5.6907400','Bio','120','1875','23.04.2019','21'
'1927','Gjerdetunet Tasta - 1','58.9882592','5.6921007','Restavfall','0','2000','23.04.2019','19'
'1918','Gjerdetunet Tasta - 1','58.9882592','5.6921007','Papir','29','1365','22.04.2019','1'
'1929','Gjerdetunet Tasta - 1','58.9882592','5.6921007','Bio','88','2057','23.04.2019','1'
'2193','Gjerdetunet Tasta - 2','58.9869696','5.6925119','Papir','41','1238','23.04.2019','1'
'2031','Gjerdetunet Tasta - 2','58.9869696','5.6925119','Bio','91','1876','21.04.2019','1'
'2888','Gjerdetunet Tasta - 2','58.9869696','5.6925119','Restavfall','24','1459','23.04.2019','21'
'2500','Gjerdeveien-Sjøhusbakken','58.9902783','5.6879633','Restavfall','99','0','09.04.2019',' '
'3682','Gjerdeveien-Sjøhusbakken','58.9902783','5.6879633','Papir','73','2270','23.04.2019','45'
'1605','Gjerdeveien-Sjøhusbakken','58.9902783','5.6879633','Bio','27','378','10.04.2019',' '
'2130','Goaleitet-Vestre Goa',,,'Papir','53','2360','17.04.2019',' '
'3012','Goaleitet-Vestre Goa',,,'Restavfall','83','20','23.04.2019',' '
'3809','Goaleitet-Vestre Goa',,,'Restavfall','68','2359','23.04.2019',' '
'2558','Goastemmen','58.9851500','5.6105500','Restavfall','49','1195','23.04.2019','21'
'2121','Goastemmen','58.9851500','5.6105500','Papir','35','2150','23.04.2019','27'
'2356','Goastemmen','58.9851500','5.6105500','Bio','202','1470','23.04.2019','21'
'2373','Goastemmen','58.9851500','5.6105500','Restavfall','72','2187','23.04.2019','19'
'3165','Godeset skole','58.9001817','5.7141367','Rest-næring','11','989','23.04.2019','23'
'3157','Godeset skole','58.9001817','5.7141367','Papir-næring','16','2102','23.04.2019','23'
'2252','Godeset skole - Bygg B','58.8980400','5.7122389','Rest-næring','65','989','23.04.2019','19'
'1824','Godeset skole - Bygg B','58.8980400','5.7122389','Papir-næring','18','1937','22.04.2019','1'
'2527','Golf Tower','58.8953800','5.6908283','Rest-næring','26','1690','23.04.2019','23'
'2532','Golf Tower','58.8953800','5.6908283','Bio-næring','2','2223','21.04.2019','17'
'3813','Golftunet','58.8930969','5.6765184','Glass/metall','80','1338','23.04.2019','5'
'613','Golftunet','58.8930969','5.6765184','Restavfall','154','1347','23.04.2019',' '
'701','Golftunet','58.8930969','5.6765184','Papir','2','487','19.04.2019','19'
'1939','Golftunet','58.8930969','5.6765184','Papir','4','117','23.04.2019','1'
'481','Golftunet','58.8930969','5.6765184','Restavfall','160','0','23.04.2019','23'
'2697','Golftunet','58.8930969','5.6765184','Bio','123','2223','23.04.2019',' '
'3038','Gosen barnehage','58.9412327','5.6905749','Rest-næring','30','1470','23.04.2019','17'
'2919','Gosen barnehage','58.9412327','5.6905749','Papir-næring','14','1191','23.04.2019','17'
'1969','Gosen skole','58.9412422','5.6841502','Rest-næring','113','2341','03.04.2019',' '
'1701','Gosen skole','58.9412422','5.6841502','Papir-næring','1','0','23.04.2019','21'
'1484','Gosen skole','58.9412422','5.6841502','Bio-næring','73','378','22.04.2019',' '
'3731','Gosenstubben','58.9399948','5.6888385','Papir','28','882','23.04.2019',' '
'1558','Gosenstubben','58.9399948','5.6888385','Bio','27','2223','16.04.2019','13'
'1513','Gosenstubben','58.9399948','5.6888385','Restavfall','7','1949','23.04.2019','23'
'268','Grandgården','58.7349833','5.6500833','Restavfall','246','1276','23.04.2019','15'
'276','Grandgården','58.7349833','5.6500833','Bio','124','2065','23.04.2019','19'
'84','Grandgården','58.7349833','5.6500833','Papir','109','848','23.04.2019','19'
'2900','Grandgården','58.7349833','5.6500833','Glass/metall','61','1427','23.04.2019','19'
'3868','Granlistien 1-Rossåsen',,,'Restavfall','8','576','23.04.2019','39'
'3863','Granlistien 1-Rossåsen',,,'Papir','6','20','23.04.2019',' '
'3870','Granlistien 1-Rossåsen',,,'Bio','8','1558','23.04.2019','39'
'3873','Granlistien 1-Rossåsen',,,'Glass/metall','8','576','23.04.2019','41'
'3071','Granliveien-Rossåsen','58.7795550','5.8144483','Papir','37','540','23.04.2019',' '
'2994','Granliveien-Rossåsen','58.7795550','5.8144483','Restavfall','94','646','23.04.2019','7'
'3836','Granliveien-Rossåsen','58.7795550','5.8144483','Bio','28','60','23.04.2019','7'
'2744','Grannes skole','58.9179361','5.6813804','Rest-næring','5','789','23.04.2019','21'
'2750','Grannes skole','58.9179361','5.6813804','Papir-næring','0','1844','16.04.2019','21'
'37','Granneshagen','58.9318534','5.6907989','Restavfall','0','1117','16.04.2019','19'
'1473','Granneshagen','58.9318534','5.6907989','Bio','72','2223','17.04.2019','19'
'1635','Granneshagen','58.9318534','5.6907989','Papir','58','1142','23.04.2019','19'
'1834','Granneshagen','58.9318534','5.6907989','Glass/metall','78','632','23.04.2019',' '
'1660','Grannesstien','58.9304619','5.6937966','Restavfall','67','1331','27.02.2019',' '
'1491','Grannesstien','58.9304619','5.6937966','Bio','113','2223','23.04.2019','15'
'1190','Grannesstien','58.9304619','5.6937966','Glass/metall','151','1722','23.04.2019','15'
'2762','Grannesstien','58.9304619','5.6937966','Papir','14','2223','23.04.2019','27'
'1341','Grannesstien','58.9304619','5.6937966','Restavfall','7','1588','23.04.2019','15'
'1792','Grannesstien','58.9304619','5.6937966','Papir','49','0','23.04.2019','19'
'2531','Grannesstubben','58.9313431','5.6925349','Papir','44','885','23.04.2019','19'
'2559','Grannesstubben','58.9313431','5.6925349','Bio','25','2223','16.04.2019','15'
'2543','Grannesstubben','58.9313431','5.6925349','Restavfall','6','1165','23.04.2019','19'
'2638','Grannesstubben','58.9313431','5.6925349','Glass/metall','47','2301','22.04.2019','17'
'746','Grasholmen','58.9752600','5.7467100','Papir','0','1323','23.04.2019','17'
'2151','Grasholmen','58.9752600','5.7467100','Restavfall','21','1433','22.04.2019','17'
'1345','Grasholmen','58.9752600','5.7467100','Restavfall','10','1814','23.04.2019','23'
'2441','Grasholmen','58.9752600','5.7467100','Bio','0','991','23.04.2019','23'
'202','Grasholmen - 2','58.9758800','5.7462600','Restavfall','0','1258','23.04.2019','17'
'72','Grasholmen - 2','58.9758800','5.7462600','Restavfall','0','0','23.04.2019',' '
'1347','Grasholmen - 2','58.9758800','5.7462600','Papir','0','0','23.04.2019',' '
'3059','Grasholmen - 2','58.9758800','5.7462600','Papir','0','2195','17.04.2019','25'
'2570','Grasholmen - 2','58.9758800','5.7462600','Papir','0','1366','17.04.2019',' '
'2973','Grasholmen - 2','58.9758800','5.7462600','Bio','0','2223','16.04.2019','31'
'1817','Grasholmen - 2','58.9758800','5.7462600','Glass/metall','1','2223','16.04.2019','1'
'3298','Grasholmen - 2','58.9758800','5.7462600','Restavfall','7','2154','16.04.2019','15'
'2713','Grødem alle - 1','58.9998850','5.6535917','Restavfall','231','1551','23.04.2019','19'
'3092','Grødem alle - 1','58.9998850','5.6535917','Bio','122','616','23.04.2019','19'
'1181','Grødem alle - 1','58.9998850','5.6535917','Restavfall','78','2284','23.04.2019','19'
'2448','Grødem alle - 1','58.9998850','5.6535917','Papir','97','2341','10.04.2019',' '
'2701','Grødem alle - 2','59.0008400','5.6532117','Restavfall','242','1332','23.04.2019','19'
'2927','Grødem alle - 2','59.0008400','5.6532117','Papir','65','2011','23.04.2019','17'
'2942','Grødem alle - 2','59.0008400','5.6532117','Bio','17','1206','13.12.2018','21'
'1563','Grødem alle - 2','59.0008400','5.6532117','Restavfall','115','2111','23.04.2019','17'
'2755','Grødem Gård - 1','59.0003917','5.6487450','Bio','202','0','23.04.2019',' '
'2756','Grødem Gård - 1','59.0003917','5.6487450','Papir','52','1268','23.04.2019','19'
'2234','Grødem Gård - 1','59.0003917','5.6487450','Restavfall','150','780','22.04.2019','21'
'2837','Grødem Gård - 1','59.0003917','5.6487450','Restavfall','71','2167','23.04.2019','17'
'2598','Grødem gård - 2','59.0008567','5.6503050','Restavfall','212','1182','23.04.2019','19'
'2622','Grødem gård - 2','59.0008567','5.6503050','Papir','87','1382','23.04.2019','17'
'2605','Grødem gård - 2','59.0008567','5.6503050','Bio','158','2223','19.04.2019','17'
'2075','Grødem miljøstasjon','59.0084283','5.6505883','Glass/metall','0','1518','23.04.2019','1'
'1758','Grødem miljøstasjon','59.0084283','5.6505883','Plast','0','1901','15.03.2019','17'
'3654','GS-Haugv.stadgt nord','58.9730034','5.7241049','Papir','22','1539','23.04.2019','47'
'705','GS-Haugv.stadgt nord','58.9730034','5.7241049','Bio','42','0','23.04.2019','19'
'3639','GS-Haugv.stadgt nord','58.9730034','5.7241049','Rest-vask','219','1621','23.04.2019',' '
'3748','GS-Haugvaldstadgate sør','58.9715800','5.7252900','Papir','41','1340','23.04.2019','37'
'2843','GS-Haugvaldstadgate sør','58.9715800','5.7252900','Rest-vask','91','842','23.04.2019','25'
'1397','GS-Nedre Strandgate','58.9730949','5.7258601','Rest-vask','179','1198','23.04.2019','21'
'1407','GS-Nedre Strandgate','58.9730949','5.7258601','Papir','56','1646','23.04.2019','19'
'2235','GS-Rosenbergbakken','58.9740606','5.7251284','Rest-vask','75','1713','23.04.2019','19'
'2068','GS-Rosenbergbakken','58.9740606','5.7251284','Papir','108','1199','22.04.2019','1'
'2631','GS-Tidegeilen','58.9709883','5.7272767','Papir','88','1320','05.04.2019','19'
'3022','GS-Tidegeilen','58.9709883','5.7272767','Rest-vask','78','661','23.04.2019','23'
'2138','GS-Tidegeilen','58.9709883','5.7272767','Bio','229','2360','03.04.2019',' '
'1194','Gulaksveien 3 SiS Bolig','58.9391489','5.7416051','Restavfall','0','1262','23.04.2019','25'
'2119','Gulaksveien 3 SiS Bolig','58.9391489','5.7416051','Papir','0','1939','21.04.2019','1'
'1619','Gulaksveien 3 SiS Bolig','58.9391489','5.7416051','Bio','0','2223','23.04.2019','23'
'2505','Gullringstien - 1','58.8302267','5.7314106','Papir','41','2210','04.04.2019','47'
'2458','Gullringstien - 1','58.8302267','5.7314106','Bio','46','2210','04.04.2019','47'
'3268','Gullringstien - 1','58.8302267','5.7314106','Glass/metall','23','2270','22.04.2019','49'
'3841','Gullringstien - 1','58.8302267','5.7314106','Restavfall','85','60','23.04.2019',' '
'3602','Gullspennetunet','58.9047967','5.7320783','Papir','22','2301','23.04.2019','15'
'3339','Gullspennetunet','58.9047967','5.7320783','Restavfall','173','1281','23.04.2019','19'
'2430','Gullspennetunet','58.9047967','5.7320783','Bio','31','2266','17.04.2019','17'
'3087','Hafrakveien 199-Hove gård','58.8313850','5.7342683','Papir','93','1551','17.04.2019',' '
'1527','Hafrakveien 199-Hove gård','58.8313850','5.7342683','Restavfall','161','1506','23.04.2019','23'
'1355','Hafrakveien 199-Hove gård','58.8313850','5.7342683','Restavfall','104','1516','23.04.2019','23'
'3720','Hafrakveien 199-Hove gård','58.8313850','5.7342683','Bio','461','2270','23.04.2019','63'
'2706','Hafrakveien 199-Hove gård','58.8313850','5.7342683','Glass/metall','169','755','23.04.2019','23'
'2599','Hafrakveien 2-Hove gård','58.8323650','5.7335917','Restavfall','237','1643','23.04.2019','21'
'2608','Hafrakveien 2-Hove gård','58.8323650','5.7335917','Papir','35','1855','23.04.2019','19'
'2602','Hafrakveien 2-Hove gård','58.8323650','5.7335917','Bio','238','2223','21.04.2019','27'
'1991','Hafrakveien 2-Hove gård','58.8323650','5.7335917','Restavfall','135','839','21.04.2019','23'
'1182','Hafrsfjord skole ','58.9439354','5.6552935','Papir-næring','82','982','21.04.2019','21'
'3060','Hafrsfjord skole','58.9439354','5.6552935','Rest-næring','12','556','23.04.2019','21'
'3065','Hafrsfjord skole','58.9439354','5.6552935','Papir-næring','21','1394','23.04.2019','19'
'1574','Haga skole','58.9368400','5.6035000','Rest-næring','6','2301','23.04.2019','15'
'2719','Haga skole','58.9368400','5.6035000','Papir-næring','1','2127','23.04.2019','17'
'2315','Hana Bo','58.8543510','5.7730551','Papir-næring','11','1117','23.04.2019','17'
'2308','Hana Bo','58.8543510','5.7730551','Bio-næring','1','2223','23.04.2019','17'
'2233','Hana Bo','58.8543510','5.7730551','Rest-næring','11','1594','23.04.2019','17'
'1816','Hana Skut','58.8535767','5.7625098','Restavfall','257','687','04.04.2019','21'
'1815','Hana Skut','58.8535767','5.7625098','Papir','47','485','23.04.2019','19'
'1802','Hana Skut','58.8535767','5.7625098','Bio','59','2223','23.04.2019','1'
'958','Hanapiren','58.8558450','5.7493367','Bio','199','0','23.04.2019','19'
'951','Hanapiren','58.8558450','5.7493367','Papir','21','845','23.04.2019','19'
'965','Hanapiren','58.8558450','5.7493367','Restavfall','0','1267','23.04.2019','17'
'900','Hannes Lekestue','58.9515033','5.6986350','Rest-næring','0','1798','23.04.2019','17'
'887','Hannes Lekestue','58.9515033','5.6986350','Bio-næring','0','1862','23.04.2019','17'
'2661','Hansabeen','58.8662567','5.7148733','Papir','127','1624','23.04.2019','23'
'2081','Hansabeen','58.8662567','5.7148733','Bio','81','2301','18.04.2019','1'
'1797','Hansabeen','58.8662567','5.7148733','Glass/metall','0','2120','22.04.2019','1'
'2265','Hansabeen','58.8662567','5.7148733','Restavfall','165','0','22.04.2019','14'
'3402','Harestad skole','59.0032033','5.6272133','Papir-næring','55','1226','23.04.2019','19'
'3388','Harestad skole','59.0032033','5.6272133','Bio-næring','16','2223','23.04.2019','23'
'3385','Harestad skole','59.0032033','5.6272133','Rest-næring','23','1114','23.04.2019','19'
'3384','Harestad skole','59.0032033','5.6272133','Rest-næring','19','999','23.04.2019','19'
'2929','Harestadvika-Skiftesvikv.','59.0118282','5.6397064','Restavfall','188','1084','23.04.2019','21'
'2963','Harestadvika-Skiftesvikv.','59.0118282','5.6397064','Papir','40','978','23.04.2019','19'
'2926','Harestadvika-Skiftesvikv.','59.0118282','5.6397064','Bio','164','766','23.04.2019','19'
'2934','Harestadvika-Skiftesvikv.','59.0118282','5.6397064','Restavfall','116','2136','23.04.2019','19'
'3692','Haualandstunet','58.8263683','5.7179483','Restavfall','169','378','23.04.2019',' '
'2282','Haualandstunet','58.8263683','5.7179483','Bio','89','2223','20.04.2019','13'
'3053','Haualandstunet','58.8263683','5.7179483','Papir','40','2223','23.04.2019',' '
'2104','Haugabakka Vest - 2','58.7722633','5.6222950','Restavfall','65','761','23.04.2019','17'
'1676','Haugabakka Vest - 2','58.7722633','5.6222950','Papir','111','1209','23.04.2019','21'
'1493','Haugabakka Vest - 2','58.7722633','5.6222950','Bio','167','1964','22.04.2019',' '
'2825','Haugabakka Vest - 2','58.7722633','5.6222950','Glass/metall','62','1516','23.04.2019',' '
'2331','Haugabakken','58.7719283','5.6201000','Restavfall','65','820','23.04.2019','21'
'3788','Haugabakken','58.7719283','5.6201000','Restavfall','159','1897','23.04.2019','4'
'1754','Haugabakken','58.7719283','5.6201000','Papir','56','677','23.04.2019','19'
'2005','Haugabakken','58.7719283','5.6201000','Bio','404','2266','15.04.2019','1'
'1597','Haugabergstien','58.8977275','5.7122712','Papir','35','1603','23.04.2019',' '
'1562','Haugabergstien','58.8977275','5.7122712','Bio','38','2045','17.04.2019','21'
'3515','Haugabergstien','58.8977275','5.7122712','Restavfall','112','2195','16.04.2019','15'
'2579','Haugesundsgate 30','58.9680083','5.7554167','Restavfall','268','2032','23.04.2019','19'
'2584','Haugesundsgate 30','58.9680083','5.7554167','Restavfall','133','1532','23.04.2019','19'
'2624','Haugesundsgate 30','58.9680083','5.7554167','Papir','24','1313','23.04.2019','19'
'2581','Haugesundsgate 30','58.9680083','5.7554167','Restavfall','156','2042','23.04.2019','19'
'1422','Haugesundsgate 30','58.9680083','5.7554167','Papir','71','761','23.04.2019','19'
'2785','Haugesundsgate 30','58.9680083','5.7554167','Bio','72','2223','23.04.2019','17'
'1143','Haugesundsgate 7','58.9683522','5.7519073','Restavfall','141','1278','23.04.2019','25'
'1906','Haugesundsgate 7','58.9683522','5.7519073','Bio','26','2212','23.04.2019',' '
'3331','Haugesundsgate 7','58.9683522','5.7519073','Papir','27','1446','23.04.2019','23'
'1300','Haugstadtunet','58.5718422','5.6891699','Glass/metall','0','2341','23.04.2019',' '
'1462','Haugstadtunet-Hå','58.5718422','5.6891699','Papir','2','1474','20.04.2019','17'
'1533','Haugstadtunet-Hå','58.5718422','5.6891699','Bio','0','2031','23.04.2019','15'
'1535','Haugstadtunet-Hå','58.5718422','5.6891699','Restavfall','7','1375','21.04.2019','17'
'3423','Haugtussa - 1','58.9461556','5.6965365','Restavfall','14','1302','23.04.2019',' '
'1358','Haugtussa - 1','58.9461556','5.6965365','Glass/metall','0','1743','23.04.2019','17'
'1367','Haugtussa - 1','58.9461556','5.6965365','Papir','60','616','02.03.2019','19'
'1354','Haugtussa - 1','58.9461556','5.6965365','Bio','3','2046','23.04.2019','17'
'2329','Haugtussa - 1','58.9461556','5.6965365','Restavfall','23','894','23.04.2019','19'
'3064','Haugtussa - 2','58.9445600','5.6979683','Glass/metall','1','2341','23.04.2019',' '
'3150','Haugtussa - 2','58.9445600','5.6979683','Restavfall','24','1282','23.04.2019','19'
'1353','Haugtussa - 2','58.9445600','5.6979683','Restavfall','14','565','23.04.2019',' '
'1371','Haugtussa - 2','58.9445600','5.6979683','Papir','28','520','23.04.2019','19'
'2407','Haugtussa - 2','58.9445600','5.6979683','Bio','14','2046','23.04.2019',' '
'2597','Havblikk nr.2-Myklebust','58.9463350','5.5778950','Glass/metall','1','2150','23.04.2019','17'
'2621','Havblikk nr.2-Myklebust','58.9463350','5.5778950','Bio','0','1216','04.01.2019','19'
'2601','Havblikk nr.2-Myklebust','58.9463350','5.5778950','Papir','0','1220','23.04.2019','19'
'2607','Havblikk nr.2-Myklebust','58.9463350','5.5778950','Restavfall','1','1548','23.04.2019','21'
'2613','Havblikk nr.2-Myklebust','58.9463350','5.5778950','Restavfall','1','1546','23.04.2019','19'
'2155','Havblikk nr.44-Myklebust','58.9460600','5.5766433','Restavfall','0','1589','21.04.2019','1'
'1561','Havblikk nr.44-Myklebust','58.9460600','5.5766433','Papir','0','1315','20.04.2019','1'
'2123','Havblikk nr.44-Myklebust','58.9460600','5.5766433','Bio','0','2223','16.04.2019','1'
'2585','Havglimt barnehage','58.9729652','5.6076197','Papir-næring','11','1333','23.04.2019','17'
'2845','Havglimt barnehage','58.9729652','5.6076197','Rest-næring','164','963','23.04.2019','17'
'3483','Havhestveien-Myklebust','58.9482350','5.5821350','Restavfall','0','579','23.04.2019','17'
'3480','Havhestveien-Myklebust','58.9482350','5.5821350','Papir','0','1418','23.04.2019','17'
'3484','Havhestveien-Myklebust','58.9482350','5.5821350','Bio','0','1283','22.04.2019','17'
'3479','Havhestveien-Myklebust','58.9482350','5.5821350','Glass/metall','1','1030','23.04.2019','17'
'3878','Havmåkeveien Tananger',,,'Restavfall','3','1302','23.04.2019','27'
'3885','Havmåkeveien Tananger',,,'Papir','3','1760','23.04.2019','24'
'3879','Havmåkeveien Tananger',,,'Bio','4','1424','23.04.2019','36'
'3876','Havmåkeveien Tananger',,,'Glass/metall','3','20','23.04.2019',' '
'2077','Havnealleen Tananger','58.9375383','5.5780933','Restavfall','2','807','23.04.2019','17'
'1641','Havnealleen Tananger','58.9375383','5.5780933','Papir','1','485','23.04.2019',' '
'1833','Havnealleen Tananger','58.9375383','5.5780933','Bio','0','1468','23.04.2019',' '
'2114','Havstrøm - Myklebust','58.9466700','5.5750017','Restavfall','1','676','21.04.2019','1'
'2152','Havstrøm - Myklebust','58.9466700','5.5750017','Papir','0','884','23.04.2019','1'
'2439','Havstrøm - Myklebust','58.9466700','5.5750017','Bio','0','2223','17.04.2019','25'
'3476','Heimdalsveien','58.9211883','5.7256583','Papir','43','777','23.04.2019','17'
'3316','Heimdalsveien','58.9211883','5.7256583','Bio','103','2360','23.04.2019','17'
'1767','Heimdalsveien','58.9211883','5.7256583','Glass/metall','82','2360','23.04.2019','1'
'3104','Heiå','59.0005350','5.6101617','Bio','86','2223','03.04.2019',' '
'2194','Heiå','59.0005350','5.6101617','Papir','56','2046','23.04.2019','1'
'3030','Heiå','59.0005350','5.6101617','Restavfall','46','1753','22.04.2019','21'
'3034','Heiå','59.0005350','5.6101617','Restavfall','87','1301','16.04.2019','21'
'3190','Heiå - 2','59.0001783','5.6123233','Restavfall','62','931','23.04.2019','21'
'3191','Heiå - 2','59.0001783','5.6123233','Papir','21','1523','23.04.2019','21'
'3192','Heiå - 2','59.0001783','5.6123233','Bio','64','380','23.04.2019','29'
'3430','Henrik Ibsens gate','58.9514771','5.7104568','Papir','147','1390','23.04.2019','19'
'1442','Henrik Ibsens gate','58.9514771','5.7104568','Glass/metall','0','2167','23.04.2019',' '
'1496','Henrik Ibsens gate','58.9514771','5.7104568','Bio','71','2107','16.04.2019',' '
'3429','Henrik Ibsens gate','58.9514771','5.7104568','Restavfall','16','998','23.04.2019','19'
'1177','Henrik Ibsens gate','58.9514771','5.7104568','Restavfall','49','0','16.04.2019',' '
'2535','Herradshuset Trio','58.7753833','5.6285400','Restavfall','165','1194','23.04.2019','23'
'2479','Herradshuset Trio','58.7753833','5.6285400','Papir','144','730','23.04.2019','15'
'2544','Herradshuset Trio','58.7753833','5.6285400','Papir','107','1879','23.04.2019','19'
'2533','Herradshuset Trio','58.7753833','5.6285400','Bio','130','1958','23.04.2019','19'
'2547','Herradshuset Trio','58.7753833','5.6285400','Restavfall','170','1004','23.04.2019','19'
'1241','Herradshuset Trio','58.7753833','5.6285400','Glass/metall','132','831','23.04.2019',' '
'1344','Hertervigs plass','58.9724700','5.7222833','Restavfall','101','1641','23.04.2019',' '
'2566','Hertervigs plass','58.9724700','5.7222833','Papir','134','1703','22.04.2019','21'
'511','Hertervigs plass','58.9724700','5.7222833','Bio','44','1266','23.04.2019','17'
'3045','Hetlandsgården sameie','58.7313832','5.6512617','Restavfall','180','1873','23.04.2019','19'
'2148','Hetlandsgården sameie','58.7313832','5.6512617','Restavfall','120','1891','23.04.2019','19'
'3041','Hetlandsgården sameie','58.7313832','5.6512617','Papir','16','1468','23.04.2019','21'
'3048','Hetlandsgården sameie','58.7313832','5.6512617','Bio','216','2121','23.04.2019',' '
'3046','Hetlandsgården sameie','58.7313832','5.6512617','Papir','9','1285','19.04.2019','19'
'1959','Hetlandsgården sameie','58.7313832','5.6512617','Glass/metall','79','1047','23.04.2019','19'
'1912','Hetlandsparken','58.7344717','5.6517700','Glass/metall','0','817','23.04.2019','1'
'1003','Hetlandsparken','58.7344717','5.6517700','Papir','43','1463','23.04.2019','15'
'3144','Hetlandsparken','58.7344717','5.6517700','Papir','158','1659','23.04.2019','19'
'1925','Hetlandsparken','58.7344717','5.6517700','Restavfall','416','2091','03.04.2019','1'
'3811','Hetlandsparken','58.7344717','5.6517700','Restavfall','95','1828','23.04.2019','11'
'3563','Hetlandsparken','58.7344717','5.6517700','Bio','218','2098','23.04.2019','19'
'1857','Hillevåg terrasse','58.9473098','5.7386748','Bio','0','2223','23.04.2019','1'
'1763','Hillevåg terrasse','58.9473098','5.7386748','Papir','0','462','23.04.2019','1'
'2909','Hillevåg terrasse','58.9473098','5.7386748','Restavfall','0','1266','23.04.2019','25'
'3377','Hillevåg torg-miljøstasj.','58.9486333','5.7413917','Glass/metall','0','1738','23.04.2019','21'
'3417','Hillevågstunet','58.9486873','5.7414584','Restavfall','202','2091','23.04.2019','19'
'1735','Hillevågstunet','58.9486873','5.7414584','Papir','30','761','23.04.2019','23'
'3154','Hillevågstunet','58.9486873','5.7414584','Bio','123','2223','23.04.2019','21'
'3715','Hillevågsveien 24','58.9493600','5.7439483','Restavfall','32','60','23.04.2019','43'
'3700','Hillevågsveien 24','58.9493600','5.7439483','Papir','6','0','23.04.2019',' '
'3717','Hillevågsveien 24','58.9493600','5.7439483','Bio','7','411','23.04.2019',' '
